User ID,Item ID
0,234086
0,78037
0,78035
0,78034
0,78033
0,78032
0,78031
0,78030
0,78029
0,78028
1,117620
1,131320
1,70551
1,225488
1,112432
1,231606
1,114500
1,221020
1,23010
1,84408
2,57077
2,23010
2,225488
2,114500
2,176598
2,208890
2,201107
2,62890
2,144908
2,127122
3,114500
3,44852
3,219709
3,35180
3,70199
3,186090
3,33321
3,140869
3,104638
3,50119
4,234086
4,78037
4,78035
4,78034
4,78033
4,78032
4,78031
4,78030
4,78029
4,78028
5,56962
5,17841
5,182836
5,222075
5,79442
5,158917
5,130293
5,214863
5,157460
5,147219
6,85918
6,139808
6,33068
6,112011
6,149425
6,40238
6,222467
6,84482
6,140684
6,153425
7,63280
7,20195
7,32878
7,47144
7,60261
7,16452
7,59855
7,200543
7,216035
7,186429
8,77140
8,65171
8,202678
8,48010
8,175834
8,144499
8,213308
8,27612
8,36665
8,193793
9,234086
9,78037
9,78035
9,78034
9,78033
9,78032
9,78031
9,78030
9,78029
9,78028
10,170839
10,137106
10,12932
10,79907
10,228635
10,137739
10,114040
10,122416
10,10991
10,40838
11,57077
11,212831
11,229512
11,23010
11,79135
11,185919
11,154637
11,132549
11,83105
11,73095
12,134392
12,70023
12,2324
12,140273
12,191702
12,219709
12,115747
12,86405
12,21083
12,224845
13,119559
13,20195
13,88781
13,85553
13,93233
13,60261
13,48782
13,187912
13,16452
13,213754
14,152974
14,214615
14,115747
14,3938
14,206080
14,145147
14,46209
14,117620
14,125955
14,173190
15,184472
15,115034
15,134295
15,172774
15,191285
15,132666
15,68572
15,6220
15,36951
15,136849
16,234086
16,78037
16,78035
16,78034
16,78033
16,78032
16,78031
16,78030
16,78029
16,78028
17,113998
17,58769
17,208318
17,156790
17,32738
17,128173
17,216464
17,53758
17,47144
17,32878
18,84987
18,221436
18,25038
18,109354
18,175
18,88222
18,43379
18,82959
18,115747
18,159412
19,221020
19,65171
19,46796
19,137441
19,225488
19,158559
19,65846
19,69628
19,104880
19,69193
20,234086
20,78037
20,78035
20,78034
20,78033
20,78032
20,78031
20,78030
20,78029
20,78028
21,143115
21,122416
21,192276
21,143750
21,55661
21,215473
21,139812
21,49661
21,195185
21,60403
22,234086
22,78037
22,78035
22,78034
22,78033
22,78032
22,78031
22,78030
22,78029
22,78028
23,16452
23,210676
23,44486
23,160115
23,36599
23,198566
23,5928
23,229459
23,152974
23,77140
24,203284
24,110908
24,25156
24,160115
24,220599
24,90830
24,218013
24,217247
24,17841
24,12566
25,234086
25,78037
25,78035
25,78034
25,78033
25,78032
25,78031
25,78030
25,78029
25,78028
26,156944
26,150831
26,135282
26,51563
26,157984
26,139404
26,158605
26,99877
26,208014
26,172774
27,164521
27,190939
27,182622
27,51859
27,154932
27,81541
27,111906
27,96186
27,29356
27,71026
28,188577
28,115747
28,78287
28,31796
28,212897
28,181851
28,117620
28,7857
28,53949
28,63280
29,63280
29,157984
29,197737
29,174741
29,59855
29,200543
29,142258
29,197731
29,20195
29,105644
30,47187
30,105408
30,113998
30,115747
30,65171
30,178497
30,38639
30,10526
30,177584
30,144499
31,54175
31,153489
31,194229
31,209332
31,57651
31,36599
31,203021
31,226593
31,89561
31,198566
32,140062
32,187912
32,185064
32,110908
32,32338
32,2905
32,87536
32,120905
32,193247
32,16395
33,16452
33,228645
33,196606
33,61478
33,113621
33,126036
33,97803
33,198566
33,14443
33,229459
34,16452
34,221682
34,45991
34,137989
34,146969
34,54600
34,90166
34,98673
34,117124
34,216035
35,234086
35,78037
35,78035
35,78034
35,78033
35,78032
35,78031
35,78030
35,78029
35,78028
36,192529
36,137441
36,210779
36,164289
36,10526
36,76542
36,143115
36,147171
36,233391
36,151263
37,89339
37,176467
37,84987
37,71531
37,31832
37,65171
37,166412
37,213439
37,166176
37,106385
38,146969
38,57651
38,206249
38,137227
38,214627
38,110260
38,186934
38,132969
38,3503
38,192529
39,37326
39,71531
39,69322
39,208890
39,8154
39,140273
39,57077
39,193793
39,13382
39,224158
40,57651
40,212897
40,358
40,115747
40,182595
40,164289
40,46209
40,176046
40,78728
40,216021
41,171216
41,214615
41,122024
41,201107
41,118180
41,174786
41,71531
41,115502
41,197863
41,118462
42,71531
42,124130
42,65171
42,84987
42,69628
42,97594
42,139404
42,13815
42,188083
42,120108
43,164289
43,123700
43,34287
43,115747
43,143115
43,45322
43,52146
43,211027
43,215392
43,38617
44,234086
44,78037
44,78035
44,78034
44,78033
44,78032
44,78031
44,78030
44,78029
44,78028
45,114500
45,192529
45,157169
45,65171
45,169207
45,162377
45,188083
45,144419
45,20526
45,17841
46,156373
46,9910
46,193793
46,188083
46,119105
46,69322
46,94575
46,143677
46,203021
46,78209
47,166850
47,113998
47,52560
47,231606
47,124171
47,47187
47,84408
47,118762
47,136533
47,8290
48,105408
48,10526
48,213308
48,117946
48,193793
48,120709
48,202678
48,31810
48,84987
48,97803
49,117946
49,140273
49,71531
49,166412
49,128173
49,166176
49,97803
49,162590
49,26794
49,48030
50,143189
50,134221
50,72066
50,67904
50,47310
50,65171
50,233461
50,115936
50,203146
50,53715
51,234086
51,78037
51,78035
51,78034
51,78033
51,78032
51,78031
51,78030
51,78029
51,78028
52,212897
52,53392
52,158499
52,57898
52,57651
52,63280
52,2998
52,229377
52,176046
52,112725
53,54082
53,113519
53,143189
53,126708
53,119559
53,219624
