User ID,Item ID
0,63280
0,106350
0,104880
0,105712
0,97740
0,51040
0,89749
0,229276
0,126348
0,212854
1,71937
1,107022
1,152687
1,219374
1,121185
1,76881
1,65409
1,216834
1,168254
1,120665
2,140370
2,168254
2,50387
2,197325
2,126348
2,81251
2,137606
2,133246
2,67290
2,135184
3,97594
3,115747
3,137441
3,84618
3,130261
3,44512
3,190107
3,105712
3,88250
3,127809
4,69322
4,152687
4,52560
4,97357
4,71937
4,107022
4,209465
4,48429
4,172024
4,190941
5,77351
5,49855
5,227764
5,120665
5,210676
5,143189
5,150831
5,58766
5,112725
5,8154
6,28918
6,194578
6,221192
6,132449
6,218342
6,15477
6,91947
6,40642
6,57794
6,74853
7,69322
7,80717
7,209465
7,102371
7,152687
7,71937
7,107022
7,110908
7,2684
7,103062
8,155268
8,43145
8,61177
8,194578
8,82281
8,74107
8,228684
8,174468
8,11303
8,225561
9,69322
9,168254
9,80717
9,110908
9,103062
9,152687
9,71937
9,107022
9,2684
9,11303
10,152687
10,55648
10,107022
10,71937
10,186235
10,185651
10,87911
10,113998
10,5798
10,36599
11,88222
11,113998
11,108998
11,97594
11,127667
11,69628
11,161377
11,219374
11,221067
11,16452
12,190941
12,85268
12,51654
12,17774
12,172024
12,152191
12,159412
12,14335
12,47467
12,133227
13,69322
13,209465
13,2684
13,103062
13,97740
13,70042
13,71574
13,48429
13,98034
13,200363
14,69322
14,71937
14,107022
14,152687
14,110908
14,191183
14,174403
14,212103
14,104639
14,15477
15,91947
15,194578
15,171760
15,174403
15,103062
15,190005
15,94807
15,218342
15,155268
15,40642
16,152687
16,107022
16,71937
16,93108
16,91947
16,52560
16,27701
16,221192
16,2684
16,171760
17,152687
17,71937
17,107022
17,68294
17,136562
17,69322
17,71531
17,182947
17,86082
17,2684
18,134392
18,89040
18,61726
18,185479
18,71825
18,24964
18,19962
18,199476
18,17782
18,26332
19,43145
19,157984
19,63280
19,62285
19,64010
19,77013
19,174627
19,20254
19,128173
19,85472
20,194578
20,44512
20,15477
20,28918
20,89749
20,49855
20,218342
20,221192
20,224295
20,174403
21,103062
21,21022
21,10850
21,69322
21,63280
21,146537
21,34888
21,2684
21,2915
21,38251
22,2684
22,69322
22,80717
22,209465
22,93108
22,11303
22,45025
22,117714
22,70042
22,82281
23,137441
23,31500
23,103062
23,161377
23,8290
23,126348
23,14335
23,233499
23,124249
23,65171
24,98034
24,64761
24,156790
24,80241
24,180217
24,200363
24,181250
24,71912
24,84344
24,32886
25,69322
25,209465
25,32886
25,70042
25,156457
25,193521
25,174468
25,71574
25,65409
25,98034
26,104880
26,199476
26,47144
26,94872
26,150831
26,76183
26,224295
26,90928
